station,latitude,longitude,MAE,RMSE,PCC
CL503,22.6012,89.5195,74.38521779378256,97.76903247181667,0.8317024046522811
CL504,22.8093,89.4145,77.47072180112202,107.02843054064564,0.5752979429908064
CL509,22.6887,89.3088,60.44078129132589,92.99413364001775,0.7414286543643298
CL510,22.8319,89.55,65.32898190816242,87.53483836983654,0.7343250639866168
CL515,22.585,89.3182,54.864007234573364,84.18719007088096,0.7523812215321494
CL517,22.79,89.59,60.54052216211955,90.42736629382394,0.686608048588768
