station,latitude,longitude,MAE,RMSE,PCC
CL503,22.6012,89.5195,73.77563589043696,103.338325352225,0.7942676633829451
CL504,22.8093,89.4145,73.48051789251409,97.7900254711009,0.6625678045392017
CL509,22.6887,89.3088,54.317818193529426,84.73794594715979,0.7911176504987211
CL510,22.8319,89.55,65.9824681843199,85.8176182403064,0.754480458372088
CL515,22.585,89.3182,57.792917772564245,91.37934510256605,0.7137115850902266
CL517,22.79,89.59,55.05170503596408,87.6005865718645,0.706453178462381
