station_id,latitude,longitude,MAE,RMSE,PCC
CL503,22.6012,89.5195,66.18774218175092,98.80692874305777,0.809375298588111
CL504,22.8093,89.4145,81.55202546445051,101.474658447057,0.6222857115507756
CL509,22.6887,89.3088,58.58507356313535,92.42989593443464,0.73879793935483
CL510,22.8319,89.55,68.48913089291919,92.06516546962581,0.6488565350671078
CL515,22.585,89.3182,56.19702839064097,103.08058173895056,0.616275247016238
CL517,22.79,89.59,64.98609576797105,93.83044122229803,0.6678407955495242
