station_id,latitude,longitude,MAE,RMSE,PCC
CL503,22.6012,89.5195,74.45031850148312,102.83752499404095,0.8025651779907452
CL504,22.8093,89.4145,77.66682545294216,102.65116049762644,0.6123425986514279
CL509,22.6887,89.3088,50.154683766233774,84.84547328540124,0.7982086792993701
CL510,22.8319,89.55,59.29167593093636,79.52504022898002,0.7850853428697203
CL515,22.585,89.3182,57.867171983957434,84.34312051284248,0.7499456159017753
CL517,22.79,89.59,57.509201599557834,85.27157114382709,0.7185517445601107
