station,latitude,longitude,MAE,RMSE,PCC,R2
CL503,22.6012,89.5195,68.46794399261475,111.93781961503572,0.8048121736675337,0.5146134856114939
CL504,22.8093,89.4145,59.60560638254339,84.52361690261527,0.6639373024156279,0.417037495916305
CL509,22.6887,89.3088,53.01158288002015,88.75655089749596,0.7439201829343579,0.48573090962269316
CL510,22.8319,89.55,65.04028987884521,92.41724906972047,0.7361130848606275,0.35135127767909846
CL515,22.585,89.3182,58.349210526726466,93.10238493239,0.6503055555734317,0.33920486024021335
CL517,22.79,89.59,47.67880885167556,64.12141550259882,0.7707858865937001,0.5384285612931548
